FID,Species ID,Tree ID,Scientific name,Common name,DBH (in.),lat,long
,,390,Cercis canadensis,Eastern redbud,9.5,35.31068489,-83.18275911
,,391,Acer saccharum,sugar maple ,10,35.3106849,-83.1827591
,,392,Quercus phellos,willow oak,10,35.31068491,-83.18275909
,,393,Quercus phellos,willow oak,10.2,35.31068492,-83.18275908
,,394,Quercus phellos,willow oak,13.1,35.31068493,-83.18275907
,,395,Quercus phellos,willow oak,11.5,35.31068494,-83.18275906
,,396,Quercus phellos,willow oak,11.3,35.31068495,-83.18275905
,,397,Quercus phellos,willow oak,14.4,35.31068496,-83.18275904
,,398,Quercus phellos,willow oak,10,35.31068497,-83.18275903
,,399,Quercus phellos,willow oak,13,35.31068498,-83.18275902
,,400,Liriodendron tulipifera,yellow poplar,27,35.31068499,-83.18275901
,,401,Acer rubrum,red maple,23,35.310685,-83.182759
,,402,Acer rubrum,red maple,23,35.31068501,-83.18275899
,,403,Acer rubrum,red maple,20,35.31068502,-83.18275898
,,404,Acer rubrum,red maple,23,35.31068503,-83.18275897
,,405,Acer rubrum,red maple,16,35.31068504,-83.18275896
,,406,Acer rubrum,red maple,17,35.31068505,-83.18275895
,,407,Acer rubrum,red maple,16,35.31068506,-83.18275894
,,408,Quercus phellos,willow oak,12,35.31068507,-83.18275893
,,409,Quercus phellos,willow oak,11,35.31068508,-83.18275892
,,410,Quercus phellos,willow oak,10,35.31068509,-83.18275891
,,411,Quercus phellos,willow oak,15,35.3106851,-83.1827589
,,412,Quercus phellos,willow oak,11,35.31068511,-83.18275889
,,413,Quercus phellos,willow oak,12,35.31068512,-83.18275888
,,414,Quercus phellos,willow oak,12,35.31068513,-83.18275887
,,415,Cercis canadensis,Eastern redbud,8.5,35.31068514,-83.18275886
,,416,Quercus phellos,willow oak,8.5,35.31068515,-83.18275885
,,417,Acer rubrum,red maple,26,35.31068516,-83.18275884
,,418,Acer rubrum,red maple,24,35.31068517,-83.18275883
,,419,Acer rubrum,red maple,14,35.31068518,-83.18275882
,,420,Acer rubrum,red maple,18,35.31068519,-83.18275881
,,421,Acer rubrum,red maple,15,35.3106852,-83.1827588
,,422,Acer rubrum,red maple,13,35.31068521,-83.18275879
,,423,Nyssa sylvatica,blackgum,7.3,35.31068522,-83.18275878
,,424,Gleditsia triacanthos,honeylocust,15,35.31068523,-83.18275877
,,425,Juglans nigra,black walnut,29.3,35.31068524,-83.18275876
,,426,Prunus serotina,black cherry,22.2,35.31068525,-83.18275875
,,427,Robinia pseudoacacia,black locust,22,35.31068526,-83.18275874
,,428,Carya cordiformis,bitternut hickory,14.9,35.31068527,-83.18275873
,,429,Quercus imbricaria,shingle oak,29.4,35.31068528,-83.18275872
,,430,Liriodendron tulipifera,yellow poplar,28.8,35.31068529,-83.18275871
,,431,Acer rubrum,red maple,33,35.3106853,-83.1827587
,,432,Liquidambar styraciflua,sweetgum,15,35.31068531,-83.18275869
,,433,Liquidambar styraciflua,sweetgum,22,35.31068532,-83.18275868
,,434,Acer saccharum,sugar maple,37.2,35.31068533,-83.18275867
,,435,Quercus phellos,willow oak,9.3,35.31068534,-83.18275866
,,436,Quercus phellos,willow oak,9.8,35.31068535,-83.18275865
,,437,Pinus strobus,eastern white pine,15.75,35.31068536,-83.18275864
,,438,Pinus strobus,eastern white pine,17.5,35.31068537,-83.18275863
,,439,Pinus strobus,eastern white pine,28.2,35.31068538,-83.18275862
,,440,Pinus strobus,eastern white pine,28.25,35.31068539,-83.18275861
,,441,Pinus strobus,eastern white pine,26.15,35.3106854,-83.1827586
,,442,Pinus strobus,eastern white pine,14,35.31068541,-83.18275859
,,443,Pinus strobus,eastern white pine,26.75,35.31068542,-83.18275858
,,444,Pinus strobus,eastern white pine,24.75,35.31068543,-83.18275857
,,445,Pinus strobus,eastern white pine,15,35.31068544,-83.18275856
,,446,Pinus strobus,eastern white pine,23.1,35.31068545,-83.18275855
,,447,Pinus strobus,eastern white pine,23.75,35.31068546,-83.18275854
,,448,Pinus strobus,eastern white pine,26,35.31068547,-83.18275853
,,449,Pinus strobus,eastern white pine,24.85,35.31068548,-83.18275852
,,450,Pinus strobus,eastern white pine,11,35.31068549,-83.18275851
,,451,Pinus strobus,eastern white pine,33,35.3106855,-83.1827585
,,452,Pinus strobus,eastern white pine,32,35.31068551,-83.18275849
,,453,Pinus strobus,eastern white pine,18,35.31068552,-83.18275848
,,454,Tsuga canadensis,eastern hemlock,23.5,35.31068553,-83.18275847
,,455,Pinus strobus,eastern white pine,33.2,35.31068554,-83.18275846
,,456,Pinus strobus,eastern white pine,21.1,35.31068555,-83.18275845
,,457,Pinus strobus,eastern white pine,24.7,35.31068556,-83.18275844
,,458,Pinus strobus,eastern white pine,25.6,35.31068557,-83.18275843
,,459,Pinus strobus,eastern white pine,20.4,35.31068558,-83.18275842
,,460,Pinus strobus,eastern white pine,24.8,35.31068559,-83.18275841
,,461,Pinus strobus,eastern white pine,23,35.3106856,-83.1827584
,,462,Pinus strobus,eastern white pine,19.4,35.31068561,-83.18275839
,,463,Pinus strobus,eastern white pine,26.8,35.31068562,-83.18275838
,,464,Pinus strobus,eastern white pine,20.5,35.31068563,-83.18275837
,,465,Quercus phellos,willow oak,9,35.31068564,-83.18275836
,,466,Pinus strobus,eastern white pine,20.5,35.31068565,-83.18275835
,,467,Quercus phellos,willow oak,9,35.31068566,-83.18275834
,,468,Acer platanoides,Norway maple,24.2,35.31068567,-83.18275833
,,469,Quercus falcata,southern red oak,9.3,35.31068568,-83.18275832
,,470,Taxodium distichum,baldcypress,28.5,35.31068569,-83.18275831
,,471,Quercus velutina,black oak,12.5,35.3106857,-83.1827583
,,472,Quercus velutina,black oak,12,35.31068571,-83.18275829
,,473,Pinus strobus,eastern white pine,20,35.31068572,-83.18275828
,,474,Pinus strobus,eastern white pine,18.2,35.31068573,-83.18275827
,,475,Pinus strobus,eastern white pine,17.2,35.31068574,-83.18275826
,,476,Pinus strobus,eastern white pine,16.3,35.31068575,-83.18275825
,,477,Pinus strobus,eastern white pine,23.2,35.31068576,-83.18275824
,,478,Pinus strobus,eastern white pine,25,35.31068577,-83.18275823
,,479,Betula nigra,river birch,18.5,35.31068578,-83.18275822
,,480,Betula nigra,river birch,14.4,35.31068579,-83.18275821
,,481,Betula nigra,river birch,17.3,35.3106858,-83.1827582
,,482,Koelreuteria paniculata,goldenraintree,10.2,35.31068581,-83.18275819
,,483,Taxodium distichum,baldcypress,22.3,35.31068582,-83.18275818
,,484,Taxodium distichum,baldcypress,34.2,35.31068583,-83.18275817
,,485,Taxodium distichum,baldcypress,31,35.31068584,-83.18275816
,,486,Acer rubrum,red maple,24.5,35.31068585,-83.18275815
,,487,Magnolia virginiana,sweetbay magnolia,5,35.31068586,-83.18275814
,,488,Tsuga canadensis,eastern hemlock,26.4,35.31068587,-83.18275813
,,489,Acer rubrum,red maple,9.2,35.31068588,-83.18275812
,,490,Acer rubrum,red maple,11,35.31068589,-83.18275811
,,491,Koelreuteria paniculata,goldenraintree,10.3,35.3106859,-83.1827581
,,492,Koelreuteria paniculata,goldenraintree,10,35.31068591,-83.18275809
,,493,Acer rubrum,red maple,18,35.31068592,-83.18275808
,,494,Acer rubrum,red maple,9.1,35.31068593,-83.18275807
,,495,Acer rubrum,red maple,11,35.31068594,-83.18275806
,,496,Acer rubrum,red maple,15.6,35.31068595,-83.18275805
,,497,Juglans nigra,black walnut,22.4,35.31068596,-83.18275804
,,498,Juglans nigra,black walnut,22.3,35.31068597,-83.18275803
,,499,Pinus strobus,eastern white pine,22,35.31068598,-83.18275802
,,500,Pinus strobus,eastern white pine,23,35.31068599,-83.18275801
,,501,Picea abies,Norway spruce,21.2,35.310686,-83.182758
,,502,Acer rubrum,red maple,27.5,35.31068601,-83.18275799
,,503,Acer rubrum,red maple,20.3,35.31068602,-83.18275798
,,504,Acer rubrum,red maple,19.9,35.31068603,-83.18275797
,,505,Acer rubrum,red maple,12.2,35.31068604,-83.18275796
,,506,Acer saccharum,sugar maple,22.3,35.31068605,-83.18275795
,,507,Acer saccharum,sugar maple,25,35.31068606,-83.18275794
,,508,Acer saccharum,sugar maple,26.5,35.31068607,-83.18275793
,,509,Fraxinus pennsylvanica,green ash,29.4,35.31068608,-83.18275792
,,510,Acer saccharum,sugar maple,25.4,35.31068609,-83.18275791
,,511,Acer rubrum,red maple,24.4,35.3106861,-83.1827579
,,512,Juglans nigra,black walnut,20.2,35.31068611,-83.18275789
,,513,Ilex opaca,American holly,15.4,35.31068612,-83.18275788
,,514,Acer saccharum,sugar maple,22.1,35.31068613,-83.18275787
,,515,Acer saccharum,sugar maple,20.3,35.31068614,-83.18275786
,,516,Acer saccharum,sugar maple,25.9,35.31068615,-83.18275785
,,517,Acer palmatum,Japanese maple,10.1,35.31068616,-83.18275784
,,518,Acer saccharum,sugar maple,23.4,35.31068617,-83.18275783
,,519,Acer saccharum,sugar maple,21.6,35.31068618,-83.18275782
,,520,Oxydendrum arboreum,sourwood,8,35.31068619,-83.18275781
,,521,Populus deltoides,eastern cottonwood,13.9,35.3106862,-83.1827578
,,522,Acer palmatum,Japanese maple,10.4,35.31068621,-83.18275779
,,523,Liquidambar styraciflua,sweetgum,24.5,35.31068622,-83.18275778
,,524,Quercus bicolor,swamp white oak,20.3,35.31068623,-83.18275777
,,525,Fagus orientalis,Oriental beech,19.4,35.31068624,-83.18275776
,,526,Fraxinus pennsylvanica,green ash,17.7,35.31068625,-83.18275775
,,527,Pinus strobus,eastern white pine,22.2,35.31068626,-83.18275774
,,528,Pinus strobus,eastern white pine,14.1,35.31068627,-83.18275773
,,529,Pinus strobus,eastern white pine,15.5,35.31068628,-83.18275772
,,530,Pinus strobus,eastern white pine,11,35.31068629,-83.18275771
,,531,Pinus strobus,eastern white pine,12.4,35.3106863,-83.1827577
,,532,Pinus strobus,eastern white pine,21.2,35.31068631,-83.18275769
,,533,Pinus strobus,eastern white pine,16.8,35.31068632,-83.18275768
,,534,Pinus strobus,eastern white pine,18.4,35.31068633,-83.18275767
,,535,Pinus strobus,eastern white pine,17.1,35.31068634,-83.18275766
,,536,Pinus strobus,eastern white pine,10.6,35.31068635,-83.18275765
,,537,Pinus strobus,eastern white pine,9.4,35.31068636,-83.18275764
,,538,Pinus strobus,eastern white pine,13.5,35.31068637,-83.18275763
,,539,Pinus strobus,eastern white pine,14.8,35.31068638,-83.18275762
,,540,Pinus strobus,eastern white pine,20,35.31068639,-83.18275761
,,541,Pinus strobus,eastern white pine,20.2,35.3106864,-83.1827576
,,542,Pinus strobus,eastern white pine,14.6,35.31068641,-83.18275759
,,543,Pinus strobus,eastern white pine,17.4,35.31068642,-83.18275758
,,544,Pinus strobus,eastern white pine,20.1,35.31068643,-83.18275757
,,545,Pinus strobus,eastern white pine,20.5,35.31068644,-83.18275756
,,546,Pinus strobus,eastern white pine,17.1,35.31068645,-83.18275755
,,547,Pinus strobus,eastern white pine,13.6,35.31068646,-83.18275754
,,548,Pinus strobus,eastern white pine,14.8,35.31068647,-83.18275753
,,549,Pinus strobus,eastern white pine,20.4,35.31068648,-83.18275752
,,550,Pinus strobus,eastern white pine,25.5,35.31068649,-83.18275751
,,551,Pinus strobus,eastern white pine,18.4,35.3106865,-83.1827575
,,552,Pinus strobus,eastern white pine,17,35.31068651,-83.18275749
,,553,Pinus strobus,eastern white pine,21,35.31068652,-83.18275748
,,554,Pinus strobus,eastern white pine,21.8,35.31068653,-83.18275747
,,555,Pinus strobus,eastern white pine,17.5,35.31068654,-83.18275746
,,556,Pinus strobus,eastern white pine,18.9,35.31068655,-83.18275745
,,557,Pinus strobus,eastern white pine,18.8,35.31068656,-83.18275744
,,558,Pinus strobus,eastern white pine,20.8,35.31068657,-83.18275743
,,559,Pinus strobus,eastern white pine,18.7,35.31068658,-83.18275742
,,560,Pinus strobus,eastern white pine,21,35.31068659,-83.18275741
,,561,Pinus strobus,eastern white pine,17.2,35.3106866,-83.1827574
,,562,Pinus strobus,eastern white pine,12.9,35.31068661,-83.18275739
,,563,Pinus strobus,eastern white pine,15.2,35.31068662,-83.18275738
,,564,Pinus strobus,eastern white pine,16.8,35.31068663,-83.18275737
,,565,Pinus strobus,eastern white pine,13.4,35.31068664,-83.18275736
,,566,Pinus strobus,eastern white pine,22.8,35.31068665,-83.18275735
,,567,Pinus strobus,eastern white pine,13.4,35.31068666,-83.18275734
,,568,Pinus strobus,eastern white pine,19,35.31068667,-83.18275733
,,569,Pinus strobus,eastern white pine,19,35.31068668,-83.18275732
,,570,Pinus strobus,eastern white pine,22.1,35.31068669,-83.18275731
,,571,Pinus strobus,eastern white pine,13,35.3106867,-83.1827573
,,572,Pinus strobus,eastern white pine,24,35.31068671,-83.18275729
,,573,Pinus strobus,eastern white pine,23.4,35.31068672,-83.18275728
,,574,Pinus strobus,eastern white pine,13.3,35.31068673,-83.18275727
,,575,Pinus strobus,eastern white pine,20.5,35.31068674,-83.18275726
,,576,Pinus strobus,eastern white pine,22.3,35.31068675,-83.18275725
,,577,Pinus strobus,eastern white pine,20.2,35.31068676,-83.18275724
,,578,Pinus strobus,eastern white pine,25.6,35.31068677,-83.18275723
,,579,Pinus strobus,eastern white pine,17.9,35.31068678,-83.18275722
,,580,Pinus strobus,eastern white pine,21,35.31068679,-83.18275721
,,581,Pinus strobus,eastern white pine,30.4,35.3106868,-83.1827572
,,582,Pinus strobus,eastern white pine,31,35.31068681,-83.18275719
,,583,Pinus strobus,eastern white pine,22.5,35.31068682,-83.18275718
,,584,Pinus strobus,eastern white pine,12.9,35.31068683,-83.18275717
,,585,Pinus strobus,eastern white pine,12,35.31068684,-83.18275716
,,586,Pinus strobus,eastern white pine,20.7,35.31068685,-83.18275715
,,587,Pinus strobus,eastern white pine,19.4,35.31068686,-83.18275714
,,588,Pinus strobus,eastern white pine,24.9,35.31068687,-83.18275713
,,589,Pinus strobus,eastern white pine,29.5,35.31068688,-83.18275712
,,590,Pinus strobus,eastern white pine,19.9,35.31068689,-83.18275711
,,591,Pinus strobus,eastern white pine,29,35.3106869,-83.1827571
,,592,Pinus strobus,eastern white pine,17.9,35.31068691,-83.18275709
,,593,Pinus strobus,eastern white pine,28.1,35.31068692,-83.18275708
,,594,Pinus strobus,eastern white pine,22.3,35.31068693,-83.18275707
,,595,Pinus strobus,eastern white pine,17.8,35.31068694,-83.18275706
,,596,Pinus strobus,eastern white pine,33.9,35.31068695,-83.18275705
,,597,Pinus strobus,eastern white pine,28.1,35.31068696,-83.18275704
,,598,Pinus strobus,eastern white pine,29,35.31068697,-83.18275703
,,599,Pinus strobus,eastern white pine,21.6,35.31068698,-83.18275702
,,600,Pinus strobus,eastern white pine,21.8,35.31068699,-83.18275701
,,601,Pinus strobus,eastern white pine,24.2,35.310687,-83.182757
,,602,Pinus strobus,eastern white pine,17.5,35.31068701,-83.18275699
,,603,Pinus strobus,eastern white pine,24.6,35.31068702,-83.18275698
,,604,Pinus strobus,eastern white pine,16.5,35.31068703,-83.18275697
,,605,Pinus strobus,eastern white pine,19.3,35.31068704,-83.18275696
